block,cohort,year_from,grade_from,n_from,mean_from,year_to,grade_to,n_to,mean_to,progression_pp,instrument_caveat
B0004 arakalagudu,G5 2023-24 -> G6 2024-25,2023-24,5.0,1143,52.738407,2024-25,6.0,933,45.22508,-7.51,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0112 ramanagara,G5 2023-24 -> G6 2024-25,2023-24,5.0,748,75.70187,2024-25,6.0,532,68.24248,-7.46,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0084 kudligi,G5 2022-23 -> G6 2023-24,2022-23,5.0,1700,50.379414,2023-24,6.0,1633,42.9455,-7.43,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0008 badami,G4 2022-23 -> G5 2023-24,2022-23,4.0,202,68.514854,2023-24,5.0,1769,61.09949,-7.42,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0011 bailhongal,G5 2022-23 -> G6 2023-24,2022-23,5.0,514,74.16342,2023-24,6.0,1506,66.77955,-7.38,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0004 arakalagudu,G4 2022-23 -> G5 2023-24,2022-23,4.0,248,60.080647,2023-24,5.0,1143,52.738407,-7.34,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0046 gubbi,G4 2022-23 -> G5 2023-24,2022-23,4.0,1361,76.4989,2023-24,5.0,1413,69.175514,-7.32,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0165 sringeri,G5 2023-24 -> G6 2024-25,2023-24,5.0,111,62.027027,2024-25,6.0,142,54.71831,-7.31,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0066 hubli,G5 2022-23 -> G6 2023-24,2022-23,5.0,1034,73.78627,2023-24,6.0,1268,66.48265,-7.3,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0006 athani,G5 2023-24 -> G6 2024-25,2023-24,5.0,980,56.668365,2024-25,6.0,2023,49.379635,-7.29,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0092 madikeri,G5 2022-23 -> G6 2023-24,2022-23,5.0,650,61.138462,2023-24,6.0,500,53.88,-7.26,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0119 sedam,G5 2022-23 -> G6 2023-24,2022-23,5.0,1267,43.06235,2023-24,6.0,1061,35.829407,-7.23,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0081 koppal,G5 2023-24 -> G6 2024-25,2023-24,5.0,1676,50.447495,2024-25,6.0,1944,43.256172,-7.19,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0121 shiggoan,G5 2022-23 -> G6 2023-24,2022-23,5.0,202,69.0594,2023-24,6.0,729,61.879288,-7.18,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0128 siruguppa,G5 2022-23 -> G6 2023-24,2022-23,5.0,1457,44.701443,2023-24,6.0,1155,37.528137,-7.17,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0027 chamarajanagar,G5 2023-24 -> G6 2024-25,2023-24,5.0,128,53.476562,2024-25,6.0,1185,46.371307,-7.11,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0047 gudibanda,G5 2023-24 -> G6 2024-25,2023-24,5.0,360,46.84722,2024-25,6.0,216,39.791668,-7.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0041 dharwad,G5 2022-23 -> G6 2023-24,2022-23,5.0,2485,72.59759,2023-24,6.0,2053,65.64539,-6.95,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0040 devanahalli,G4 2022-23 -> G5 2023-24,2022-23,4.0,715,84.35664,2023-24,5.0,521,77.428024,-6.93,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0130 soundatti,G5 2023-24 -> G6 2024-25,2023-24,5.0,1637,70.97129,2024-25,6.0,2078,64.10491,-6.87,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0116 sakaleshapura,G5 2023-24 -> G6 2024-25,2023-24,5.0,574,56.454704,2024-25,6.0,455,49.615383,-6.84,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0152 kadur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1067,59.89222,2024-25,6.0,896,53.085938,-6.81,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0038 davanagere(s),G5 2023-24 -> G6 2024-25,2023-24,5.0,278,56.96043,2024-25,6.0,767,50.215122,-6.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0121 shiggoan,G5 2023-24 -> G6 2024-25,2023-24,5.0,641,65.49922,2024-25,6.0,924,58.777058,-6.72,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0077 kanakapura,G5 2022-23 -> G6 2023-24,2022-23,5.0,341,64.26686,2023-24,6.0,1276,57.63323,-6.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0046 gubbi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1413,69.175514,2024-25,6.0,1041,62.545628,-6.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0136 tumkur,G5 2022-23 -> G6 2023-24,2022-23,5.0,728,72.39011,2023-24,6.0,1573,65.80737,-6.58,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0038 davanagere(s),G5 2022-23 -> G6 2023-24,2022-23,5.0,112,65.44643,2023-24,6.0,236,58.898304,-6.55,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0142 yelandur,G5 2023-24 -> G6 2024-25,2023-24,5.0,166,51.08434,2024-25,6.0,321,44.56386,-6.52,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0031 chiknayakanhalli,G5 2022-23 -> G6 2023-24,2022-23,5.0,962,68.24324,2023-24,6.0,891,61.78451,-6.46,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0146 channapatna,G5 2023-24 -> G6 2024-25,2023-24,5.0,1245,53.51004,2024-25,6.0,722,47.056786,-6.45,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0078 khanapur,G5 2023-24 -> G6 2024-25,2023-24,5.0,845,62.64497,2024-25,6.0,727,56.203575,-6.44,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0066 hubli,G5 2023-24 -> G6 2024-25,2023-24,5.0,1249,62.878304,2024-25,6.0,1268,56.458992,-6.42,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0042 doddaballapura,G4 2022-23 -> G5 2023-24,2022-23,4.0,950,56.273685,2023-24,5.0,914,49.90153,-6.37,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0032 chikodi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1019,77.958786,2024-25,5.0,1399,71.69764,-6.26,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0005 arasikere,G5 2022-23 -> G6 2023-24,2022-23,5.0,328,67.256096,2023-24,6.0,1179,61.085667,-6.17,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0078 khanapur,G5 2022-23 -> G6 2023-24,2022-23,5.0,246,67.8252,2023-24,6.0,907,61.725468,-6.1,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0020 bidar,G5 2022-23 -> G6 2023-24,2022-23,5.0,921,44.337677,2023-24,6.0,731,38.290012,-6.05,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0056 harihara,G4 2023-24 -> G5 2024-25,2023-24,4.0,654,56.33792,2024-25,5.0,1089,50.344353,-5.99,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0079 kolar,G5 2022-23 -> G6 2023-24,2022-23,5.0,457,59.442013,2023-24,6.0,1108,53.465706,-5.98,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0064 hosakote,G4 2022-23 -> G5 2023-24,2022-23,4.0,959,54.494267,2023-24,5.0,959,48.52972,-5.96,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0116 sakaleshapura,G5 2022-23 -> G6 2023-24,2022-23,5.0,143,65.90909,2023-24,6.0,466,59.94635,-5.96,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0026 challakere,G5 2022-23 -> G6 2023-24,2022-23,5.0,2760,44.025364,2023-24,6.0,2153,38.079426,-5.95,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0041 dharwad,G5 2023-24 -> G6 2024-25,2023-24,5.0,2027,66.672424,2024-25,6.0,2527,60.833004,-5.84,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0014 bangarapete,G5 2022-23 -> G6 2023-24,2022-23,5.0,385,57.896103,2023-24,6.0,349,52.077362,-5.82,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0075 kagwad,G4 2023-24 -> G5 2024-25,2023-24,4.0,268,54.19776,2024-25,5.0,327,48.425076,-5.77,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0041 dharwad,G4 2022-23 -> G5 2023-24,2022-23,4.0,2330,72.429184,2023-24,5.0,2027,66.672424,-5.76,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0007 aurad,G5 2022-23 -> G6 2023-24,2022-23,5.0,624,61.939102,2023-24,6.0,460,56.184784,-5.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0123 shorapur,G5 2022-23 -> G6 2023-24,2022-23,5.0,2050,61.036587,2023-24,6.0,1808,55.28761,-5.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0157 magadi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1033,55.53243,2024-25,6.0,849,49.805653,-5.73,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0094 malur,G5 2022-23 -> G6 2023-24,2022-23,5.0,397,56.86398,2023-24,6.0,823,51.17254,-5.69,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0106 navalgund,G5 2022-23 -> G6 2023-24,2022-23,5.0,1200,58.895832,2023-24,6.0,1125,53.36,-5.54,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0003 alur,G5 2023-24 -> G6 2024-25,2023-24,5.0,431,62.157772,2024-25,6.0,313,56.629395,-5.53,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0082 koratagere,G4 2022-23 -> G5 2023-24,2022-23,4.0,242,63.512398,2023-24,5.0,872,57.99312,-5.52,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0117 sandur,G5 2022-23 -> G6 2023-24,2022-23,5.0,1325,55.490566,2023-24,6.0,1204,50.008305,-5.48,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0084 kudligi,G4 2022-23 -> G5 2023-24,2022-23,4.0,1458,43.83745,2023-24,5.0,1589,38.357456,-5.48,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0081 koppal,G4 2023-24 -> G5 2024-25,2023-24,4.0,1616,46.243813,2024-25,5.0,1996,40.78407,-5.46,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0028 channagiri,G5 2022-23 -> G6 2023-24,2022-23,5.0,727,52.84044,2023-24,6.0,926,47.424404,-5.42,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0067 hukkeri,G4 2023-24 -> G5 2024-25,2023-24,4.0,1073,72.86114,2024-25,5.0,2526,67.49208,-5.37,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0110 raibag,G5 2023-24 -> G6 2024-25,2023-24,5.0,1172,55.814846,2024-25,6.0,1219,50.45529,-5.36,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0044 gangavathi,G4 2022-23 -> G5 2023-24,2022-23,4.0,1759,46.09437,2023-24,5.0,2068,40.76886,-5.33,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0009 bagalkot,G5 2023-24 -> G6 2024-25,2023-24,5.0,994,71.307846,2024-25,6.0,1627,66.02643,-5.28,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0020 bidar,G4 2022-23 -> G5 2023-24,2022-23,4.0,943,40.800636,2023-24,5.0,779,35.5905,-5.21,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0003 alur,G4 2022-23 -> G5 2023-24,2022-23,4.0,174,67.35632,2023-24,5.0,431,62.157772,-5.2,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0124 sidlaghatta,G4 2022-23 -> G5 2023-24,2022-23,4.0,939,49.009586,2023-24,5.0,925,43.827026,-5.18,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0045 gokak,G4 2023-24 -> G5 2024-25,2023-24,4.0,829,68.033775,2024-25,5.0,1048,62.919846,-5.11,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0121 shiggoan,G4 2022-23 -> G5 2023-24,2022-23,4.0,200,70.6,2023-24,5.0,641,65.49922,-5.1,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0129 somavarpet,G5 2022-23 -> G6 2023-24,2022-23,5.0,529,62.797733,2023-24,6.0,283,57.826855,-4.97,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0011 bailhongal,G4 2022-23 -> G5 2023-24,2022-23,4.0,476,72.39496,2023-24,5.0,1309,67.44843,-4.95,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0006 athani,G5 2022-23 -> G6 2023-24,2022-23,5.0,104,63.798077,2023-24,6.0,1210,58.876034,-4.92,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0130 soundatti,G4 2022-23 -> G5 2023-24,2022-23,4.0,208,75.88942,2023-24,5.0,1637,70.97129,-4.92,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0040 devanahalli,G5 2022-23 -> G6 2023-24,2022-23,5.0,759,82.878784,2023-24,6.0,533,77.983116,-4.9,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0012 ballari east,G4 2023-24 -> G5 2024-25,2023-24,4.0,1232,43.90422,2024-25,5.0,1634,39.173805,-4.73,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0065 hosapete,G5 2022-23 -> G6 2023-24,2022-23,5.0,1033,56.40368,2023-24,6.0,848,51.69222,-4.71,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0109 pandavapura,G4 2023-24 -> G5 2024-25,2023-24,4.0,708,61.85028,2024-25,5.0,734,57.145775,-4.7,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0160 moodigere,G5 2023-24 -> G6 2024-25,2023-24,5.0,689,54.085632,2024-25,6.0,497,49.38632,-4.7,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0050 gundlupet,G5 2023-24 -> G6 2024-25,2023-24,5.0,1122,47.874332,2024-25,6.0,867,43.217995,-4.66,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0034 chintamani,G4 2022-23 -> G5 2023-24,2022-23,4.0,1098,53.95264,2023-24,5.0,1069,49.29373,-4.66,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0013 ballari west,G4 2023-24 -> G5 2024-25,2023-24,4.0,539,35.575138,2024-25,5.0,947,30.92925,-4.65,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0099 mudhol,G5 2022-23 -> G6 2023-24,2022-23,5.0,213,56.971832,2023-24,6.0,947,52.349525,-4.62,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0048 gulbarga north,G4 2022-23 -> G5 2023-24,2022-23,4.0,645,43.96124,2023-24,5.0,575,39.408695,-4.55,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0009 bagalkot,G4 2022-23 -> G5 2023-24,2022-23,4.0,117,75.8547,2023-24,5.0,994,71.307846,-4.55,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0091 madhugiri,G5 2023-24 -> G6 2024-25,2023-24,5.0,1638,51.978024,2024-25,6.0,1135,47.45815,-4.52,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0002 aland,G5 2022-23 -> G6 2023-24,2022-23,5.0,2030,48.30788,2023-24,6.0,1556,43.785347,-4.52,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0021 bilagi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1064,54.736843,2024-25,6.0,1304,50.253067,-4.48,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0058 hirekerur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1075,57.548836,2024-25,6.0,1295,53.096523,-4.45,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0005 arasikere,G4 2022-23 -> G5 2023-24,2022-23,4.0,286,60.48951,2023-24,5.0,1196,56.057693,-4.43,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0123 shorapur,G5 2023-24 -> G6 2024-25,2023-24,5.0,2020,50.054455,2024-25,6.0,2452,45.658646,-4.4,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0105 naragund,G5 2022-23 -> G6 2023-24,2022-23,5.0,420,62.07143,2023-24,6.0,578,57.69031,-4.38,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0099 mudhol,G5 2023-24 -> G6 2024-25,2023-24,5.0,992,47.741936,2024-25,6.0,1451,43.41833,-4.32,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0061 holenarasipura,G4 2022-23 -> G5 2023-24,2022-23,4.0,273,56.758244,2023-24,5.0,962,52.44283,-4.32,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
