district,block,cluster,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Tumakuru,B0135 tiptur,C0531 gudigondanahalli,75.62,50.0,89,56.56,30.0,243,-19.06,-20.0,-9.53,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C0282 bythara hosahalli,82.33,60.0,45,63.28,40.0,58,-19.05,-20.0,-9.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0089 lingasugur,C0181 bayyapur,53.82,14.5,250,34.77,5.0,129,-19.05,-9.5,-9.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0093 malavally,C1320 nitturu,75.44,48.0,34,56.46,23.0,157,-18.98,-25.0,-9.49,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0109 pandavapura,C0328 chikkabyadarahalli,81.13,70.0,53,62.17,25.0,143,-18.96,-45.0,-9.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C0090 aremallenahalli,79.4,50.0,117,60.44,25.0,91,-18.96,-25.0,-9.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayapura,B0070 indi,C0097 atharga,59.93,24.0,149,40.97,5.0,373,-18.96,-19.0,-9.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0136 tumkur,C0386 devalapura,83.43,63.5,108,64.48,32.0,135,-18.95,-31.5,-9.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0087 kunigal,C0722 huliyurdurga,71.61,34.5,90,52.67,20.0,90,-18.94,-14.5,-9.47,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0055 harapanahalli,C0211 bennehalli,50.93,10.0,372,32.17,0.0,456,-18.76,-10.0,-9.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0065 hosapete,C1538 suggenahalli,60.03,25.0,149,41.27,0.0,110,-18.76,-25.0,-9.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0068 humnabad,C0298 changlera,61.41,10.0,308,42.69,5.0,469,-18.72,-5.0,-9.36,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0502 gingera,59.23,25.0,395,40.51,5.0,590,-18.72,-20.0,-9.36,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C0641 heggotara,59.19,20.0,223,40.53,5.0,159,-18.66,-15.0,-9.33,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C1524 somvarpet,75.42,51.5,24,56.79,20.0,81,-18.63,-31.5,-9.31,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C0608 haradana halli,63.46,25.0,340,44.92,15.0,394,-18.54,-10.0,-9.27,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0039 devadurga,C0476 galag,48.33,5.0,469,29.83,0.0,321,-18.5,-5.0,-9.25,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0766 jadigenahalli,62.67,20.0,101,44.17,10.0,90,-18.5,-10.0,-9.25,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0048 gulbarga north,C0069 ankalaga,64.07,30.0,151,45.58,19.5,130,-18.49,-10.5,-9.24,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0013 ballari west,C0856 kallukamba,47.85,10.0,449,29.43,4.5,710,-18.42,-5.5,-9.21,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C0711 hudem,46.73,5.0,156,28.33,0.0,177,-18.4,-5.0,-9.2,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0136 tumkur,C0537 gulur,84.04,65.0,171,65.65,27.0,285,-18.39,-38.0,-9.2,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0117 sandur,C0152 bandri,48.51,5.0,397,30.12,0.0,589,-18.39,-5.0,-9.2,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0334 chikkajanthakal,50.56,10.0,288,32.18,0.0,472,-18.38,-10.0,-9.19,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0137 turuvekere,C1438 sampige hosahalli,82.44,60.0,154,64.07,31.0,113,-18.37,-29.0,-9.19,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0015 basavakalyan,C1136 manthal,59.64,15.5,192,41.28,10.0,195,-18.36,-5.5,-9.18,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Haveri,B0053 hanagal,C2624 shyadaguppi,70.6,35.0,150,52.28,15.0,381,-18.32,-20.0,-9.16,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0941 kinnal(bhagyanagar),65.25,30.0,284,46.93,10.0,298,-18.32,-20.0,-9.16,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0057 hassan,C0604 hanumanthapura,80.5,55.0,180,62.2,21.5,134,-18.3,-33.5,-9.15,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0042 doddaballapura,C0083 aralumallige,67.39,25.0,90,49.11,15.0,180,-18.28,-10.0,-9.14,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0080 kollegala,C1222 mulluru,69.85,35.0,377,51.63,15.0,365,-18.22,-20.0,-9.11,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0033 chincholi,C1414 rummangud,47.22,10.0,317,29.01,0.0,380,-18.21,-10.0,-9.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0008 badami,C0911 katageri,71.28,50.0,125,53.07,15.0,475,-18.21,-35.0,-9.1,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0129 somavarpet,C1265 najrayapatana,65.85,30.0,188,47.67,15.0,210,-18.18,-15.0,-9.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0672 hitnal,62.17,25.0,253,44.0,5.0,376,-18.17,-20.0,-9.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0214 betageri,56.57,15.0,300,38.42,5.0,507,-18.15,-10.0,-9.08,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0027 chamarajanagar,C1125 mangala,57.81,20.0,180,39.68,5.0,154,-18.13,-15.0,-9.06,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0117 sandur,C1701 vittalapura,50.93,10.0,359,32.82,5.0,225,-18.11,-5.0,-9.06,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0065 hosapete,"C0003 8th ward, kampli",62.82,30.0,342,44.73,5.0,469,-18.09,-25.0,-9.04,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0172 basapattan,67.43,37.5,136,49.38,10.0,250,-18.05,-27.5,-9.02,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0055 harapanahalli,C0820 kadabagere,53.48,14.5,270,35.46,0.0,326,-18.02,-14.5,-9.01,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0055 harapanahalli,C0321 chigateri,50.6,15.0,411,32.6,5.0,360,-18.0,-10.0,-9.0,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0102 mundaragi,C1225 mundaragi rural,52.28,20.0,151,34.3,5.0,151,-17.98,-15.0,-8.99,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1292 nayakanahatti,41.14,0.0,193,23.17,0.0,210,-17.97,0.0,-8.98,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0089 lingasugur,C1176 mediknal,59.89,25.0,174,41.96,10.0,230,-17.93,-15.0,-8.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0084 kudligi,C0367 chowdapura,40.78,5.0,594,22.86,0.0,271,-17.92,-5.0,-8.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0123 shorapur,C0495 geddalmari,61.29,16.5,494,43.38,5.0,247,-17.91,-11.5,-8.96,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0141 yadgir,C1744 yelheri,53.79,10.0,124,35.92,5.0,120,-17.87,-5.0,-8.94,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1177 meerasabeehalli,44.26,5.0,316,26.41,0.0,309,-17.85,-5.0,-8.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C0176 basettyhalli,60.52,20.0,164,42.68,10.0,218,-17.84,-10.0,-8.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0005 arasikere,C0127 bageshpura,81.67,65.0,81,63.84,30.0,245,-17.83,-35.0,-8.92,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C1173 mayagonahalli,68.26,42.0,95,50.45,10.0,66,-17.81,-32.0,-8.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0046 gubbi,C1121 manchaladore,67.24,35.0,165,49.45,10.0,172,-17.79,-25.0,-8.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0019 bhalki,C0227 bhatambra (urdu),58.64,25.0,125,40.92,5.5,92,-17.72,-19.5,-8.86,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0072 jamakhandi,C0735 hunnur,78.54,50.0,213,60.82,30.0,470,-17.72,-20.0,-8.86,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0013 ballari west,C0974 koluru,44.32,0.0,400,26.63,0.0,527,-17.69,0.0,-8.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1245 n mahadevapura,47.86,10.0,529,30.18,0.0,333,-17.68,-10.0,-8.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0099 mudhol,C0225 bhantanur,57.56,25.0,86,40.0,10.0,142,-17.56,-15.0,-8.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0042 doddaballapura,C0694 honnawara,84.82,65.0,56,67.3,36.0,63,-17.52,-29.0,-8.76,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0717 hulgeri,55.01,20.0,374,37.5,5.0,422,-17.51,-15.0,-8.76,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0034 chintamani,C0821 kadadhanamari,66.75,25.0,20,49.25,14.5,20,-17.5,-10.5,-8.75,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0079 kolar,C0611 harathi,66.56,30.0,167,49.08,10.0,142,-17.48,-20.0,-8.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0085 kuknoor,C1565 talakal,61.14,20.0,311,43.68,5.0,442,-17.46,-15.0,-8.73,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0018 belur,C0248 bikkodu,66.82,55.0,44,49.37,15.0,63,-17.45,-40.0,-8.73,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0097 molakalmur,C1902 block urdu,38.79,5.0,203,21.37,0.0,222,-17.42,-5.0,-8.71,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chikkaballapura,B0124 sidlaghatta,C0479 gambiranahalli,58.57,25.0,217,41.19,5.0,180,-17.38,-20.0,-8.69,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0001 afzalpur,C0504 gobbur (b),64.91,20.0,163,47.66,10.0,141,-17.25,-10.0,-8.62,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C1133 mannahalli,68.1,50.0,105,50.86,15.0,76,-17.24,-35.0,-8.62,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0103 nagamangala,C0393 devara mallanayakanahalli,80.2,55.0,51,63.0,20.0,60,-17.2,-35.0,-8.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0428 doddahulluru,50.96,10.0,229,33.77,5.0,81,-17.19,-5.0,-8.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0061 holenarasipura,C0614 hariharapura,69.19,30.0,173,52.05,15.0,95,-17.14,-15.0,-8.57,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0020 bidar,C1397 ranjolkheni,53.28,10.0,253,36.17,5.0,226,-17.11,-5.0,-8.56,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0090 maddur,C0212 besagara hally,68.19,25.0,91,51.09,20.0,147,-17.1,-5.0,-8.55,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0218 bhahaddurbandi,66.43,35.0,237,49.36,15.0,281,-17.07,-20.0,-8.54,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0105 naragund,C0985 konnur,66.63,34.5,150,49.58,15.0,226,-17.05,-19.5,-8.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0100 mulbagal,C1678 uthanur,71.89,35.0,61,54.85,10.0,100,-17.04,-25.0,-8.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Vijayanagara,B0065 hosapete,C1184 metri,50.6,9.0,399,33.56,0.0,324,-17.04,-9.0,-8.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Belagavi,B0017 belgaum rural,C0888 kangrali bk,78.99,60.0,363,61.95,35.0,185,-17.04,-25.0,-8.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Belagavi,B0130 soundatti,C1231 murgod,77.08,55.0,161,60.04,25.0,270,-17.04,-30.0,-8.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0087 kunigal,C0503 girigowdana palya,79.68,60.0,78,62.65,19.5,170,-17.03,-40.5,-8.52,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0090 maddur,C0642 hemmanahally,65.36,32.0,28,48.36,15.0,119,-17.0,-17.0,-8.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Dharwad,B0066 hubli,C1404 raynal,63.78,30.0,537,46.82,10.0,624,-16.96,-20.0,-8.48,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0109 pandavapura,C0915 katteri,79.07,60.0,199,62.15,25.0,156,-16.92,-35.0,-8.46,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0109 pandavapura,C1046 kyathana hally,80.67,60.0,45,63.76,24.0,109,-16.91,-36.0,-8.46,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0143 yelburga,C0651 hirearalihalli,53.6,15.0,164,36.7,5.0,256,-16.9,-10.0,-8.45,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0128 siruguppa,C0802 k belgal,38.86,5.0,345,22.0,0.0,589,-16.86,-5.0,-8.43,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
